"","iso3c","date","country","Population, female (% of total population)","Population, male (% of total population)","region","income_level","longitude","latitude"
"245","CIV","2021","Cote d'Ivoire",49.6065869758176,50.3934130241824,"Sub-Saharan Africa","Lower middle income",-4.0305,5.332
"246","CMR","2015","Cameroon",50.0356591377871,49.9643408622129,"Sub-Saharan Africa","Lower middle income",11.5174,3.8721
"247","CMR","2016","Cameroon",50.0253337829873,49.9746662170127,"Sub-Saharan Africa","Lower middle income",11.5174,3.8721
"248","CMR","2017","Cameroon",50.0144019780128,49.9855980219872,"Sub-Saharan Africa","Lower middle income",11.5174,3.8721
"249","CMR","2018","Cameroon",50.0034878287467,49.9965121712533,"Sub-Saharan Africa","Lower middle income",11.5174,3.8721
"250","CMR","2019","Cameroon",49.9932969776654,50.0067030223346,"Sub-Saharan Africa","Lower middle income",11.5174,3.8721
"251","CMR","2020","Cameroon",49.9843930489511,50.015606951049,"Sub-Saharan Africa","Lower middle income",11.5174,3.8721
"252","CMR","2021","Cameroon",49.9768441840591,50.0231558159409,"Sub-Saharan Africa","Lower middle income",11.5174,3.8721
"253","COD","2015","Congo, Dem. Rep.",50.1341814256267,49.8658185743733,"Sub-Saharan Africa","Low income",15.3222,-4.325
"254","COD","2016","Congo, Dem. Rep.",50.1208567730092,49.8791432269908,"Sub-Saharan Africa","Low income",15.3222,-4.325
"255","COD","2017","Congo, Dem. Rep.",50.1087344507008,49.8912655492992,"Sub-Saharan Africa","Low income",15.3222,-4.325
"256","COD","2018","Congo, Dem. Rep.",50.0977433863968,49.9022566136032,"Sub-Saharan Africa","Low income",15.3222,-4.325
"257","COD","2019","Congo, Dem. Rep.",50.0877756670518,49.9122243329483,"Sub-Saharan Africa","Low income",15.3222,-4.325
"258","COD","2020","Congo, Dem. Rep.",50.0787504403124,49.9212495596876,"Sub-Saharan Africa","Low income",15.3222,-4.325
"259","COD","2021","Congo, Dem. Rep.",50.0706402064232,49.9293597935768,"Sub-Saharan Africa","Low income",15.3222,-4.325
"260","COG","2015","Congo, Rep.",50.1127552540695,49.8872447459305,"Sub-Saharan Africa","Lower middle income",15.2662,-4.2767
"261","COG","2016","Congo, Rep.",50.0944188672306,49.9055811327694,"Sub-Saharan Africa","Lower middle income",15.2662,-4.2767
"262","COG","2017","Congo, Rep.",50.078942203819,49.921057796181,"Sub-Saharan Africa","Lower middle income",15.2662,-4.2767
"263","COG","2018","Congo, Rep.",50.0656037730416,49.9343962269584,"Sub-Saharan Africa","Lower middle income",15.2662,-4.2767
"264","COG","2019","Congo, Rep.",50.0537867827995,49.9462132172005,"Sub-Saharan Africa","Lower middle income",15.2662,-4.2767
"265","COG","2020","Congo, Rep.",50.042913383829,49.9570866161709,"Sub-Saharan Africa","Lower middle income",15.2662,-4.2767
"266","COG","2021","Congo, Rep.",50.033082806716,49.966917193284,"Sub-Saharan Africa","Lower middle income",15.2662,-4.2767
"267","COL","2015","Colombia",50.9923103562498,49.0076896437502,"Latin America & Caribbean","Upper middle income",-74.082,4.60987
"268","COL","2016","Colombia",50.9743010531095,49.0256989468905,"Latin America & Caribbean","Upper middle income",-74.082,4.60987
"269","COL","2017","Colombia",50.9504037673888,49.0495962326112,"Latin America & Caribbean","Upper middle income",-74.082,4.60987
"270","COL","2018","Colombia",50.9257716952294,49.0742283047706,"Latin America & Caribbean","Upper middle income",-74.082,4.60987
"271","COL","2019","Colombia",50.9069001816329,49.0930998183671,"Latin America & Caribbean","Upper middle income",-74.082,4.60987
"272","COL","2020","Colombia",50.8979011488421,49.1020988511579,"Latin America & Caribbean","Upper middle income",-74.082,4.60987
"273","COL","2021","Colombia",50.9002339393984,49.0997660606016,"Latin America & Caribbean","Upper middle income",-74.082,4.60987
"274","COM","2015","Comoros",49.5663303041412,50.4336696958588,"Sub-Saharan Africa","Lower middle income",43.2418,-11.6986
"275","COM","2016","Comoros",49.56315823212,50.43684176788,"Sub-Saharan Africa","Lower middle income",43.2418,-11.6986
"276","COM","2017","Comoros",49.5605057194461,50.4394942805539,"Sub-Saharan Africa","Lower middle income",43.2418,-11.6986
"277","COM","2018","Comoros",49.5587044437129,50.4412955562871,"Sub-Saharan Africa","Lower middle income",43.2418,-11.6986
"278","COM","2019","Comoros",49.557581405844,50.442418594156,"Sub-Saharan Africa","Lower middle income",43.2418,-11.6986
"279","COM","2020","Comoros",49.5566326853305,50.4433673146695,"Sub-Saharan Africa","Lower middle income",43.2418,-11.6986
"280","COM","2021","Comoros",49.5569842513304,50.4430157486696,"Sub-Saharan Africa","Lower middle income",43.2418,-11.6986
"281","CPV","2015","Cabo Verde",49.866600602203,50.133399397797,"Sub-Saharan Africa","Lower middle income",-23.5087,14.9218
"282","CPV","2016","Cabo Verde",49.8533343374628,50.1466656625372,"Sub-Saharan Africa","Lower middle income",-23.5087,14.9218
"283","CPV","2017","Cabo Verde",49.836929929172,50.163070070828,"Sub-Saharan Africa","Lower middle income",-23.5087,14.9218
"284","CPV","2018","Cabo Verde",49.8190391419807,50.1809608580193,"Sub-Saharan Africa","Lower middle income",-23.5087,14.9218
"285","CPV","2019","Cabo Verde",49.8057955834861,50.1942044165139,"Sub-Saharan Africa","Lower middle income",-23.5087,14.9218
"286","CPV","2020","Cabo Verde",49.7980172233933,50.2019827766067,"Sub-Saharan Africa","Lower middle income",-23.5087,14.9218
"287","CPV","2021","Cabo Verde",49.7963164329659,50.2036835670341,"Sub-Saharan Africa","Lower middle income",-23.5087,14.9218
"288","CRI","2015","Costa Rica",49.9664281050909,50.0335718949091,"Latin America & Caribbean","Upper middle income",-84.0089,9.63701
"289","CRI","2016","Costa Rica",49.980180987791,50.019819012209,"Latin America & Caribbean","Upper middle income",-84.0089,9.63701
"290","CRI","2017","Costa Rica",49.9947979325065,50.0052020674935,"Latin America & Caribbean","Upper middle income",-84.0089,9.63701
"291","CRI","2018","Costa Rica",50.0098510974123,49.9901489025877,"Latin America & Caribbean","Upper middle income",-84.0089,9.63701
"292","CRI","2019","Costa Rica",50.0245960375714,49.9754039624286,"Latin America & Caribbean","Upper middle income",-84.0089,9.63701
"293","CRI","2020","Costa Rica",50.0388880186034,49.9611119813966,"Latin America & Caribbean","Upper middle income",-84.0089,9.63701
"294","CRI","2021","Costa Rica",50.0523929214196,49.9476070785804,"Latin America & Caribbean","Upper middle income",-84.0089,9.63701
"295","CUB","2015","Cuba",50.3058647424139,49.6941352575861,"Latin America & Caribbean","Upper middle income",-82.3667,23.1333
"296","CUB","2016","Cuba",50.3142801991829,49.6857198008171,"Latin America & Caribbean","Upper middle income",-82.3667,23.1333
"297","CUB","2017","Cuba",50.3234030807138,49.6765969192861,"Latin America & Caribbean","Upper middle income",-82.3667,23.1333
"298","CUB","2018","Cuba",50.3328498327681,49.6671501672319,"Latin America & Caribbean","Upper middle income",-82.3667,23.1333
"299","CUB","2019","Cuba",50.3424719177263,49.6575280822737,"Latin America & Caribbean","Upper middle income",-82.3667,23.1333
"300","CUB","2020","Cuba",50.3517378888805,49.6482621111195,"Latin America & Caribbean","Upper middle income",-82.3667,23.1333
"301","CUB","2021","Cuba",50.3607687847614,49.6392312152386,"Latin America & Caribbean","Upper middle income",-82.3667,23.1333
"309","CYP","2015","Cyprus",49.9223505517288,50.0776494482712,"Europe & Central Asia","High income",33.3736,35.1676
"310","CYP","2016","Cyprus",49.9200556491302,50.0799443508698,"Europe & Central Asia","High income",33.3736,35.1676
"311","CYP","2017","Cyprus",49.9399415945782,50.0600584054218,"Europe & Central Asia","High income",33.3736,35.1676
"312","CYP","2018","Cyprus",49.9710744983023,50.0289255016977,"Europe & Central Asia","High income",33.3736,35.1676
"313","CYP","2019","Cyprus",49.9991656752107,50.0008343247893,"Europe & Central Asia","High income",33.3736,35.1676
"314","CYP","2020","Cyprus",50.013790407343,49.986209592657,"Europe & Central Asia","High income",33.3736,35.1676
"315","CYP","2021","Cyprus",50.0134914132091,49.9865085867909,"Europe & Central Asia","High income",33.3736,35.1676
"323","DEU","2015","Germany",50.8181326341287,49.1818673658713,"Europe & Central Asia","High income",13.4115,52.5235
"324","DEU","2016","Germany",50.7696483565604,49.2303516434396,"Europe & Central Asia","High income",13.4115,52.5235
"325","DEU","2017","Germany",50.7155708743438,49.2844291256562,"Europe & Central Asia","High income",13.4115,52.5235
"326","DEU","2018","Germany",50.6603673700529,49.3396326299471,"Europe & Central Asia","High income",13.4115,52.5235
"327","DEU","2019","Germany",50.6099449446524,49.3900550553476,"Europe & Central Asia","High income",13.4115,52.5235
"328","DEU","2020","Germany",50.5682013421545,49.4317986578455,"Europe & Central Asia","High income",13.4115,52.5235
"329","DEU","2021","Germany",50.5364505045508,49.4635494954492,"Europe & Central Asia","High income",13.4115,52.5235
"330","DJI","2015","Djibouti",47.1424445130077,52.8575554869923,"Middle East & North Africa","Lower middle income",43.1425,11.5806
"331","DJI","2016","Djibouti",47.2427046324629,52.7572953675371,"Middle East & North Africa","Lower middle income",43.1425,11.5806
"332","DJI","2017","Djibouti",47.3152208452494,52.6847791547506,"Middle East & North Africa","Lower middle income",43.1425,11.5806
"333","DJI","2018","Djibouti",47.3667854457553,52.6332145542447,"Middle East & North Africa","Lower middle income",43.1425,11.5806
"334","DJI","2019","Djibouti",47.414789272739,52.585210727261,"Middle East & North Africa","Lower middle income",43.1425,11.5806
"335","DJI","2020","Djibouti",47.4704504646752,52.5295495353248,"Middle East & North Africa","Lower middle income",43.1425,11.5806
"336","DJI","2021","Djibouti",47.531573133825,52.468426866175,"Middle East & North Africa","Lower middle income",43.1425,11.5806
"337","DNK","2015","Denmark",50.2731645834414,49.7268354165586,"Europe & Central Asia","High income",12.5681,55.6763
"338","DNK","2016","Denmark",50.2673975626761,49.7326024373239,"Europe & Central Asia","High income",12.5681,55.6763
"339","DNK","2017","Denmark",50.2684360856951,49.7315639143049,"Europe & Central Asia","High income",12.5681,55.6763
"340","DNK","2018","Denmark",50.2742027259115,49.7257972740885,"Europe & Central Asia","High income",12.5681,55.6763
"341","DNK","2019","Denmark",50.2818233999096,49.7181766000904,"Europe & Central Asia","High income",12.5681,55.6763
"342","DNK","2020","Denmark",50.289017840017,49.710982159983,"Europe & Central Asia","High income",12.5681,55.6763
"343","DNK","2021","Denmark",50.2953570965348,49.7046429034652,"Europe & Central Asia","High income",12.5681,55.6763
"344","DOM","2015","Dominican Republic",49.9364938105902,50.0635061894098,"Latin America & Caribbean","Upper middle income",-69.8908,18.479
"345","DOM","2016","Dominican Republic",49.9608472535084,50.0391527464916,"Latin America & Caribbean","Upper middle income",-69.8908,18.479
"346","DOM","2017","Dominican Republic",49.984604937587,50.015395062413,"Latin America & Caribbean","Upper middle income",-69.8908,18.479
"347","DOM","2018","Dominican Republic",50.007796071702,49.992203928298,"Latin America & Caribbean","Upper middle income",-69.8908,18.479
"348","DOM","2019","Dominican Republic",50.0305476593304,49.9694523406696,"Latin America & Caribbean","Upper middle income",-69.8908,18.479
"349","DOM","2020","Dominican Republic",50.0529687578356,49.9470312421644,"Latin America & Caribbean","Upper middle income",-69.8908,18.479
"350","DOM","2021","Dominican Republic",50.0749973935781,49.9250026064219,"Latin America & Caribbean","Upper middle income",-69.8908,18.479
"351","DZA","2015","Algeria",49.4968765118423,50.5031234881577,"Middle East & North Africa","Lower middle income",3.05097,36.7397
"352","DZA","2016","Algeria",49.4915045838864,50.5084954161137,"Middle East & North Africa","Lower middle income",3.05097,36.7397
"353","DZA","2017","Algeria",49.4873804439779,50.5126195560221,"Middle East & North Africa","Lower middle income",3.05097,36.7397
"354","DZA","2018","Algeria",49.4842678798151,50.515732120185,"Middle East & North Africa","Lower middle income",3.05097,36.7397
"355","DZA","2019","Algeria",49.4817115645269,50.5182884354731,"Middle East & North Africa","Lower middle income",3.05097,36.7397
"356","DZA","2020","Algeria",49.4794046289845,50.5205953710155,"Middle East & North Africa","Lower middle income",3.05097,36.7397
"357","DZA","2021","Algeria",49.4774414362933,50.5225585637067,"Middle East & North Africa","Lower middle income",3.05097,36.7397
"358","ECU","2015","Ecuador",49.9448063912077,50.0551936087923,"Latin America & Caribbean","Upper middle income",-78.5243,-0.229498
"359","ECU","2016","Ecuador",49.9534537262366,50.0465462737634,"Latin America & Caribbean","Upper middle income",-78.5243,-0.229498
"360","ECU","2017","Ecuador",49.9621098295443,50.0378901704557,"Latin America & Caribbean","Upper middle income",-78.5243,-0.229498
"361","ECU","2018","Ecuador",49.9706251782698,50.0293748217302,"Latin America & Caribbean","Upper middle income",-78.5243,-0.229498
"362","ECU","2019","Ecuador",49.9789422572346,50.0210577427654,"Latin America & Caribbean","Upper middle income",-78.5243,-0.229498
"363","ECU","2020","Ecuador",49.986980716497,50.013019283503,"Latin America & Caribbean","Upper middle income",-78.5243,-0.229498
"364","ECU","2021","Ecuador",49.9947508099349,50.0052491900651,"Latin America & Caribbean","Upper middle income",-78.5243,-0.229498
"365","EGY","2015","Egypt, Arab Rep.",49.4630140499479,50.5369859500521,"Middle East & North Africa","Lower middle income",31.2461,30.0982
"366","EGY","2016","Egypt, Arab Rep.",49.4640019064223,50.5359980935777,"Middle East & North Africa","Lower middle income",31.2461,30.0982
"367","EGY","2017","Egypt, Arab Rep.",49.4665427380165,50.5334572619835,"Middle East & North Africa","Lower middle income",31.2461,30.0982
"368","EGY","2018","Egypt, Arab Rep.",49.4699716435901,50.5300283564099,"Middle East & North Africa","Lower middle income",31.2461,30.0982
"369","EGY","2019","Egypt, Arab Rep.",49.4734822888726,50.5265177111274,"Middle East & North Africa","Lower middle income",31.2461,30.0982
"370","EGY","2020","Egypt, Arab Rep.",49.4765587287395,50.5234412712605,"Middle East & North Africa","Lower middle income",31.2461,30.0982
"371","EGY","2021","Egypt, Arab Rep.",49.4789773482554,50.5210226517447,"Middle East & North Africa","Lower middle income",31.2461,30.0982
"372","ESP","2015","Spain",50.8992955699979,49.1007044300021,"Europe & Central Asia","High income",-3.70327,40.4167
"373","ESP","2016","Spain",50.9204406532203,49.0795593467797,"Europe & Central Asia","High income",-3.70327,40.4167
"374","ESP","2017","Spain",50.9168748328552,49.0831251671448,"Europe & Central Asia","High income",-3.70327,40.4167
"375","ESP","2018","Spain",50.8966413132559,49.1033586867441,"Europe & Central Asia","High income",-3.70327,40.4167
"376","ESP","2019","Spain",50.8724242075546,49.1275757924454,"Europe & Central Asia","High income",-3.70327,40.4167
"377","ESP","2020","Spain",50.8535030522973,49.1464969477027,"Europe & Central Asia","High income",-3.70327,40.4167
"378","ESP","2021","Spain",50.8418070890727,49.1581929109273,"Europe & Central Asia","High income",-3.70327,40.4167
"379","EST","2015","Estonia",53.2265667170976,46.7734332829024,"Europe & Central Asia","High income",24.7586,59.4392
"380","EST","2016","Estonia",53.1224672561559,46.8775327438441,"Europe & Central Asia","High income",24.7586,59.4392
"381","EST","2017","Estonia",52.9955153483923,47.0044846516077,"Europe & Central Asia","High income",24.7586,59.4392
"382","EST","2018","Estonia",52.8584268202066,47.1415731797934,"Europe & Central Asia","High income",24.7586,59.4392
"383","EST","2019","Estonia",52.7306247732243,47.2693752267757,"Europe & Central Asia","High income",24.7586,59.4392
"384","EST","2020","Estonia",52.6243857134996,47.3756142865004,"Europe & Central Asia","High income",24.7586,59.4392
"385","EST","2021","Estonia",52.5437145521994,47.4562854478006,"Europe & Central Asia","High income",24.7586,59.4392
"386","ETH","2015","Ethiopia",50.0090617929787,49.9909382070213,"Sub-Saharan Africa","Low income",38.7468,9.02274
"387","ETH","2016","Ethiopia",49.9960170249525,50.0039829750475,"Sub-Saharan Africa","Low income",38.7468,9.02274
"388","ETH","2017","Ethiopia",49.9861259302004,50.0138740697996,"Sub-Saharan Africa","Low income",38.7468,9.02274
"389","ETH","2018","Ethiopia",49.9788884188067,50.0211115811933,"Sub-Saharan Africa","Low income",38.7468,9.02274
"390","ETH","2019","Ethiopia",49.9735502884504,50.0264497115496,"Sub-Saharan Africa","Low income",38.7468,9.02274
"391","ETH","2020","Ethiopia",49.9695177384999,50.0304822615002,"Sub-Saharan Africa","Low income",38.7468,9.02274
"392","ETH","2021","Ethiopia",49.9667761674012,50.0332238325988,"Sub-Saharan Africa","Low income",38.7468,9.02274
"393","FIN","2015","Finland",50.7835795843483,49.2164204156517,"Europe & Central Asia","High income",24.9525,60.1608
"394","FIN","2016","Finland",50.7605524769022,49.2394475230978,"Europe & Central Asia","High income",24.9525,60.1608
"395","FIN","2017","Finland",50.7397976402246,49.2602023597754,"Europe & Central Asia","High income",24.9525,60.1608
"396","FIN","2018","Finland",50.7207584853832,49.2792415146168,"Europe & Central Asia","High income",24.9525,60.1608
"397","FIN","2019","Finland",50.7026099575229,49.2973900424771,"Europe & Central Asia","High income",24.9525,60.1608
"398","FIN","2020","Finland",50.6849834263357,49.3150165736643,"Europe & Central Asia","High income",24.9525,60.1608
"399","FIN","2021","Finland",50.6676836636982,49.3323163363018,"Europe & Central Asia","High income",24.9525,60.1608
"400","FJI","2015","Fiji",49.1876882270052,50.8123117729948,"East Asia & Pacific","Upper middle income",178.399,-18.1149
"401","FJI","2016","Fiji",49.2308626946628,50.7691373053372,"East Asia & Pacific","Upper middle income",178.399,-18.1149
"402","FJI","2017","Fiji",49.2683427164771,50.7316572835229,"East Asia & Pacific","Upper middle income",178.399,-18.1149
"403","FJI","2018","Fiji",49.3005014205028,50.6994985794972,"East Asia & Pacific","Upper middle income",178.399,-18.1149
"404","FJI","2019","Fiji",49.3278873650915,50.6721126349085,"East Asia & Pacific","Upper middle income",178.399,-18.1149
"405","FJI","2020","Fiji",49.3534453909,50.6465546091,"East Asia & Pacific","Upper middle income",178.399,-18.1149
"406","FJI","2021","Fiji",49.3756223010547,50.6243776989453,"East Asia & Pacific","Upper middle income",178.399,-18.1149
"407","FRA","2015","France",51.5450576429153,48.4549423570847,"Europe & Central Asia","High income",2.35097,48.8566
"408","FRA","2016","France",51.5543458477423,48.4456541522577,"Europe & Central Asia","High income",2.35097,48.8566
"409","FRA","2017","France",51.5684470773056,48.4315529226944,"Europe & Central Asia","High income",2.35097,48.8566
"410","FRA","2018","France",51.5842404811336,48.4157595188664,"Europe & Central Asia","High income",2.35097,48.8566
"411","FRA","2019","France",51.5973833824064,48.4026166175936,"Europe & Central Asia","High income",2.35097,48.8566
"412","FRA","2020","France",51.6048791736532,48.3951208263468,"Europe & Central Asia","High income",2.35097,48.8566
"413","FRA","2021","France",51.6056302663076,48.3943697336924,"Europe & Central Asia","High income",2.35097,48.8566
"414","FSM","2015","Micronesia, Fed. Sts.",49.1734474588101,50.8265525411899,"East Asia & Pacific","Lower middle income",158.185,6.91771
"415","FSM","2016","Micronesia, Fed. Sts.",49.1666288617702,50.8333711382298,"East Asia & Pacific","Lower middle income",158.185,6.91771
"416","FSM","2017","Micronesia, Fed. Sts.",49.1588986282197,50.8411013717803,"East Asia & Pacific","Lower middle income",158.185,6.91771
"417","FSM","2018","Micronesia, Fed. Sts.",49.1548295454545,50.8451704545455,"East Asia & Pacific","Lower middle income",158.185,6.91771
"418","FSM","2019","Micronesia, Fed. Sts.",49.1551783219548,50.8448216780452,"East Asia & Pacific","Lower middle income",158.185,6.91771
"419","FSM","2020","Micronesia, Fed. Sts.",49.1571104407021,50.8428895592979,"East Asia & Pacific","Lower middle income",158.185,6.91771
"420","FSM","2021","Micronesia, Fed. Sts.",49.1677777299901,50.8322222700099,"East Asia & Pacific","Lower middle income",158.185,6.91771
"421","GAB","2015","Gabon",49.0765470891158,50.9234529108842,"Sub-Saharan Africa","Upper middle income",9.45162,0.38832
"422","GAB","2016","Gabon",49.0603033445192,50.9396966554807,"Sub-Saharan Africa","Upper middle income",9.45162,0.38832
"423","GAB","2017","Gabon",49.0590426634483,50.9409573365517,"Sub-Saharan Africa","Upper middle income",9.45162,0.38832
"424","GAB","2018","Gabon",49.0686201649149,50.9313798350851,"Sub-Saharan Africa","Upper middle income",9.45162,0.38832
"425","GAB","2019","Gabon",49.0838994043022,50.9161005956978,"Sub-Saharan Africa","Upper middle income",9.45162,0.38832
"426","GAB","2020","Gabon",49.1018668947868,50.8981331052132,"Sub-Saharan Africa","Upper middle income",9.45162,0.38832
"427","GAB","2021","Gabon",49.1211495026612,50.8788504973388,"Sub-Saharan Africa","Upper middle income",9.45162,0.38832
"428","GBR","2015","United Kingdom",50.7114719707057,49.2885280292943,"Europe & Central Asia","High income",-0.126236,51.5002
"429","GBR","2016","United Kingdom",50.6841011540267,49.3158988459733,"Europe & Central Asia","High income",-0.126236,51.5002
"430","GBR","2017","United Kingdom",50.658873393703,49.341126606297,"Europe & Central Asia","High income",-0.126236,51.5002
"431","GBR","2018","United Kingdom",50.6352745607579,49.3647254392421,"Europe & Central Asia","High income",-0.126236,51.5002
"432","GBR","2019","United Kingdom",50.6125344496069,49.3874655503931,"Europe & Central Asia","High income",-0.126236,51.5002
"433","GBR","2020","United Kingdom",50.590087759474,49.409912240526,"Europe & Central Asia","High income",-0.126236,51.5002
"434","GBR","2021","United Kingdom",50.5677794841166,49.4322205158834,"Europe & Central Asia","High income",-0.126236,51.5002
"435","GEO","2015","Georgia",52.2449791013324,47.7550208986676,"Europe & Central Asia","Upper middle income",44.793,41.71
"436","GEO","2016","Georgia",52.2489968140613,47.7510031859387,"Europe & Central Asia","Upper middle income",44.793,41.71
"437","GEO","2017","Georgia",52.2660458205768,47.7339541794232,"Europe & Central Asia","Upper middle income",44.793,41.71
"438","GEO","2018","Georgia",52.2912375035786,47.7087624964214,"Europe & Central Asia","Upper middle income",44.793,41.71
"439","GEO","2019","Georgia",52.317826280374,47.682173719626,"Europe & Central Asia","Upper middle income",44.793,41.71
"440","GEO","2020","Georgia",52.340346061529,47.659653938471,"Europe & Central Asia","Upper middle income",44.793,41.71
"441","GEO","2021","Georgia",52.3577852304641,47.6422147695358,"Europe & Central Asia","Upper middle income",44.793,41.71
"442","GHA","2015","Ghana",49.3528198993702,50.6471801006298,"Sub-Saharan Africa","Lower middle income",-0.20795,5.57045
"443","GHA","2016","Ghana",49.3425396796083,50.6574603203917,"Sub-Saharan Africa","Lower middle income",-0.20795,5.57045
"444","GHA","2017","Ghana",49.3335946297205,50.6664053702795,"Sub-Saharan Africa","Lower middle income",-0.20795,5.57045
"445","GHA","2018","Ghana",49.3258297043838,50.6741702956162,"Sub-Saharan Africa","Lower middle income",-0.20795,5.57045
"446","GHA","2019","Ghana",49.3189625646882,50.6810374353119,"Sub-Saharan Africa","Lower middle income",-0.20795,5.57045
"447","GHA","2020","Ghana",49.312821813317,50.687178186683,"Sub-Saharan Africa","Lower middle income",-0.20795,5.57045
"448","GHA","2021","Ghana",49.3073707505529,50.6926292494471,"Sub-Saharan Africa","Lower middle income",-0.20795,5.57045
"449","GIN","2015","Guinea",52.1087996461891,47.8912003538109,"Sub-Saharan Africa","Low income",-13.7,9.51667
"450","GIN","2016","Guinea",52.0225014682538,47.9774985317462,"Sub-Saharan Africa","Low income",-13.7,9.51667
"451","GIN","2017","Guinea",51.9246048648289,48.0753951351711,"Sub-Saharan Africa","Low income",-13.7,9.51667
"452","GIN","2018","Guinea",51.8211107004733,48.1788892995267,"Sub-Saharan Africa","Low income",-13.7,9.51667
"453","GIN","2019","Guinea",51.7190805031866,48.2809194968134,"Sub-Saharan Africa","Low income",-13.7,9.51667
"454","GIN","2020","Guinea",51.6231278162328,48.3768721837672,"Sub-Saharan Africa","Low income",-13.7,9.51667
"455","GIN","2021","Guinea",51.534302909551,48.4656970904489,"Sub-Saharan Africa","Low income",-13.7,9.51667
"456","GMB","2015","Gambia, The",50.3945614758421,49.6054385241579,"Sub-Saharan Africa","Low income",-16.5885,13.4495
"457","GMB","2016","Gambia, The",50.397322828637,49.602677171363,"Sub-Saharan Africa","Low income",-16.5885,13.4495
"458","GMB","2017","Gambia, The",50.3999277293464,49.6000722706536,"Sub-Saharan Africa","Low income",-16.5885,13.4495
"459","GMB","2018","Gambia, The",50.4021328963919,49.5978671036081,"Sub-Saharan Africa","Low income",-16.5885,13.4495
"460","GMB","2019","Gambia, The",50.403970531108,49.5960294688921,"Sub-Saharan Africa","Low income",-16.5885,13.4495
"461","GMB","2020","Gambia, The",50.4051866539991,49.5948133460009,"Sub-Saharan Africa","Low income",-16.5885,13.4495
"462","GMB","2021","Gambia, The",50.4058204932413,49.5941795067587,"Sub-Saharan Africa","Low income",-16.5885,13.4495
"463","GNB","2015","Guinea-Bissau",51.3072420270008,48.6927579729992,"Sub-Saharan Africa","Low income",-15.1804,11.8037
"464","GNB","2016","Guinea-Bissau",51.2614772833104,48.7385227166896,"Sub-Saharan Africa","Low income",-15.1804,11.8037
"465","GNB","2017","Guinea-Bissau",51.2147826267705,48.7852173732295,"Sub-Saharan Africa","Low income",-15.1804,11.8037
"466","GNB","2018","Guinea-Bissau",51.1688071945639,48.831192805436,"Sub-Saharan Africa","Low income",-15.1804,11.8037
"467","GNB","2019","Guinea-Bissau",51.124228688694,48.875771311306,"Sub-Saharan Africa","Low income",-15.1804,11.8037
"468","GNB","2020","Guinea-Bissau",51.0825214253267,48.9174785746734,"Sub-Saharan Africa","Low income",-15.1804,11.8037
"469","GNB","2021","Guinea-Bissau",51.0431210276409,48.9568789723591,"Sub-Saharan Africa","Low income",-15.1804,11.8037
"470","GNQ","2015","Equatorial Guinea",44.7201933979419,55.2798066020581,"Sub-Saharan Africa","Upper middle income",8.7741,3.7523
"471","GNQ","2016","Equatorial Guinea",44.6115434655413,55.3884565344587,"Sub-Saharan Africa","Upper middle income",8.7741,3.7523
"472","GNQ","2017","Equatorial Guinea",44.5238065051886,55.4761934948114,"Sub-Saharan Africa","Upper middle income",8.7741,3.7523
"473","GNQ","2018","Equatorial Guinea",44.4558529404125,55.5441470595875,"Sub-Saharan Africa","Upper middle income",8.7741,3.7523
"474","GNQ","2019","Equatorial Guinea",44.4075953810596,55.5924046189404,"Sub-Saharan Africa","Upper middle income",8.7741,3.7523
"475","GNQ","2020","Equatorial Guinea",44.3771672541046,55.6228327458954,"Sub-Saharan Africa","Upper middle income",8.7741,3.7523
"476","GNQ","2021","Equatorial Guinea",44.3648522544108,55.6351477455892,"Sub-Saharan Africa","Upper middle income",8.7741,3.7523
"477","GRC","2015","Greece",50.9100834288876,49.0899165711124,"Europe & Central Asia","High income",23.7166,37.9792
"478","GRC","2016","Greece",50.9102009828752,49.0897990171248,"Europe & Central Asia","High income",23.7166,37.9792
"479","GRC","2017","Greece",50.9125877801199,49.0874122198801,"Europe & Central Asia","High income",23.7166,37.9792
"480","GRC","2018","Greece",50.916201905221,49.083798094779,"Europe & Central Asia","High income",23.7166,37.9792
"481","GRC","2019","Greece",50.9185701142279,49.0814298857721,"Europe & Central Asia","High income",23.7166,37.9792
"482","GRC","2020","Greece",50.9181760128699,49.0818239871301,"Europe & Central Asia","High income",23.7166,37.9792
"483","GRC","2021","Greece",50.9150208755454,49.0849791244546,"Europe & Central Asia","High income",23.7166,37.9792
"484","GRD","2015","Grenada",49.5552129047563,50.4447870952437,"Latin America & Caribbean","Upper middle income",-61.7449,12.0653
"485","GRD","2016","Grenada",49.5769206352085,50.4230793647914,"Latin America & Caribbean","Upper middle income",-61.7449,12.0653
"486","GRD","2017","Grenada",49.5905261828743,50.4094738171258,"Latin America & Caribbean","Upper middle income",-61.7449,12.0653
"487","GRD","2018","Grenada",49.6074437635152,50.3925562364849,"Latin America & Caribbean","Upper middle income",-61.7449,12.0653
"488","GRD","2019","Grenada",49.6205424903127,50.3794575096873,"Latin America & Caribbean","Upper middle income",-61.7449,12.0653
"489","GRD","2020","Grenada",49.6387276815471,50.3612723184529,"Latin America & Caribbean","Upper middle income",-61.7449,12.0653
"490","GRD","2021","Grenada",49.6509312923063,50.3490687076937,"Latin America & Caribbean","Upper middle income",-61.7449,12.0653
